case_id,parameter,scenario,parameter_value,time_s,T_core_C,T_skin_C,T_layer1_C,T_pcm_C,T_layer3_C,skin_blood_flow_eq_L_m2_h,skin_blood_flow_actual_L_m2_h,d_skin_blood_flow_dt_L_m2_h_s,tau_blood_flow_s,alpha_skin,d_alpha_skin_dt_1_s,C_core_J_K,C_skin_J_K,q_cs_W_m2,q_res_lat_W_m2,q_res_sens_W_m2,q_res_total_W_m2,q_s1_W_m2,q_12_W_m2,q_23_W_m2,q_3inf_W_m2,h_in_W_m2K,h_nat_W_m2K,h_forced_W_m2K,h_out_W_m2K,wind_speed_m_s,metabolic_rate_W_m2,c_eff_pcm_J_kgK,pcm_phase_fraction,pcm_latent_released_J,dm_core_to_skin_kg_s,enthalpy_mass_transfer_W,energy_balance_residual_J
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,22530,28.620794192,12.1237447633,-29.3782986859,-30.7585511196,-31.7647390544,0.534436019354,0.535192625172,-1.26100969589e-05,60,0.706753977932,7.48294998735e-06,61405.7170211,147994.282979,97.372663343,9.4116,9.6348,19.0464,162.659305737,162.758090449,162.82324717,162.877092645,4,4.03177509947,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000448976999241,44.8467732398,-1.89361711312
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,22560,28.60189286,12.1071246273,-29.3816874703,-30.7614997029,-31.7673666592,0.534059532844,0.534814685693,-1.25858808144e-05,60,0.706978326433,7.47362019162e-06,61358.7384449,148041.261555,97.3519485757,9.4116,9.6348,19.0464,162.607447991,162.70618234,162.771305832,162.825123844,4,4.03145345879,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000448417211497,44.761277829,-1.89361711219
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,22590,28.5829938072,12.0905129319,-29.3850745279,-30.7644467832,-31.7699929246,0.533683767193,0.534437471573,-1.25617396664e-05,60,0.707202395349,7.46431098838e-06,61311.8184138,148088.181586,97.3312133644,9.4116,9.6348,19.0464,162.555616557,162.654300625,162.719390942,162.773181535,4,4.03113190513,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000447858659303,44.6759830858,-1.89361711591
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,22620,28.5640970714,12.0739096638,-29.3884598616,-30.7673923631,-31.7726178527,0.533308720178,0.534060980567,-1.25376731527e-05,60,0.707426185297,7.45502228611e-06,61264.9567987,148135.043201,97.3104579708,9.4116,9.6348,19.0464,162.503811397,162.602445263,162.667502458,162.721265675,4,4.0308104383,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000447301337166,44.5908882643,-1.89361711778
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,22650,28.5452026905,12.0573148098,-29.3918434741,-30.7703364449,-31.7752414456,0.532934389586,0.533685210441,-1.25136809133e-05,60,0.707649696891,7.44575399387e-06,61218.1534711,148181.846529,97.2896826548,9.4116,9.6348,19.0464,162.452032467,162.550616211,162.615640337,162.669376222,4,4.03048905811,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000446745239632,44.5059926229,-1.89361711778
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,22680,28.526310702,12.0407283569,-29.3952253681,-30.773279031,-31.7778637055,0.532560773217,0.533310158973,-1.24897625909e-05,60,0.70787293074,7.43650602132e-06,61171.408303,148228.591697,97.2688876752,9.4116,9.6348,19.0464,162.400279729,162.49881343,162.563804538,162.617513134,4,4.03016776438,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000446190361279,44.4212954245,-1.89361711498
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,22710,28.5074211434,12.0241502921,-29.3986055462,-30.7762201237,-31.7804846343,0.53218786888,0.53293582395,-1.24659178301e-05,60,0.708095887454,7.42727827864e-06,61124.7211671,148275.278833,97.2480732892,9.4116,9.6348,19.0464,162.348553141,162.447036878,162.51199502,162.56567637,4,4.02984655692,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000445636696718,44.3367959361,-1.89361711126
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,22740,28.4885340519,12.0075806023,-29.4019840113,-30.7791597254,-31.7831042344,0.531815674394,0.532562203171,-1.24421462781e-05,60,0.708318567638,7.41807067658e-06,61078.0919365,148321.908063,97.2272397525,9.4116,9.6348,19.0464,162.296852664,162.395286514,162.460211742,162.513865889,4,4.02952543556,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000445084240595,44.2524934291,-1.89361711405
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,22770,28.4696494647,11.991019275,-29.4053607659,-30.7820978383,-31.7857225076,0.53144418759,0.532189294445,-1.24184475843e-05,60,0.708540971895,7.40888312647e-06,61031.5204851,148368.479515,97.2063873196,9.4116,9.6348,19.0464,162.245178258,162.343562299,162.408454664,162.462081649,4,4.02920440011,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000444532987588,44.1683871792,-1.89361711126
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,22800,28.4507674187,11.9744662972,-29.4087358127,-30.7850344649,-31.788339456,0.531073406307,0.531817095591,-1.23948214004e-05,60,0.708763100826,7.39971554018e-06,60985.0066871,148414.993313,97.1855162435,9.4116,9.6348,19.0464,162.193529883,162.291864191,162.356723744,162.41032361,4,4.02888345039,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000443982932411,44.0844764662,-1.89361711312
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,22830,28.4318879507,11.9579216564,-29.4121091543,-30.7879696073,-31.7909550818,0.530703328396,0.531445604439,-1.23712673802e-05,60,0.708984955026,7.39056783012e-06,60938.5504175,148461.449583,97.1646267757,9.4116,9.6348,19.0464,162.1419075,162.240192152,162.305018943,162.358591732,4,4.02856258623,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000443434069807,44.0007605741,-1.89361711033
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,22860,28.4130110973,11.94138534,-29.4154807933,-30.7909032679,-31.7935693868,0.530333951719,0.53107481883,-1.23477851801e-05,60,0.709206535093,7.38143990925e-06,60892.1515515,148507.848449,97.1437191666,9.4116,9.6348,19.0464,162.09031107,162.188546142,162.253340221,162.306885974,4,4.02824180745,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000442886394555,43.9172387912,-1.89361711405
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,22890,28.3941368949,11.9248573356,-29.4188507324,-30.793835449,-31.7961823732,0.529965274146,0.530704736614,-1.23243744583e-05,60,0.709427841618,7.37233169108e-06,60845.8099652,148554.190035,97.1227936649,9.4116,9.6348,19.0464,162.038740555,162.136926121,162.201687539,162.255206297,4,4.02792111388,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000442339901465,43.8339104097,-1.89361711219
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,22920,28.3752653797,11.9083376308,-29.422218974,-30.7967661527,-31.798794043,0.529597293558,0.530335355651,-1.23010348755e-05,60,0.709648875191,7.36324308965e-06,60799.525535,148600.474465,97.1018505181,9.4116,9.6348,19.0464,161.987195915,162.085332052,162.150060857,162.20355266,4,4.02760050535,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000441794585379,43.7507747261,-1.89361711126
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,22950,28.356396588,11.8918262132,-29.4255855208,-30.7996953813,-31.801404398,0.529230007847,0.529966673813,-1.22777660945e-05,60,0.709869636399,7.35417401953e-06,60753.2981381,148646.701862,97.0808899724,9.4116,9.6348,19.0464,161.935677113,162.033763894,162.098460135,162.151925026,4,4.02727998168,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000441250441172,43.6678310407,-1.89361711405
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,22980,28.3375305556,11.8753230708,-29.4289503753,-30.802623137,-31.8040134404,0.528863414914,0.529598688981,-1.22545677801e-05,60,0.710090125826,7.34512439583e-06,60707.1276519,148692.872348,97.0599122723,9.4116,9.6348,19.0464,161.884184111,161.98222161,162.046885336,162.100323353,4,4.0269595427,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00044070746375,43.5850786581,-1.89361711219
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23010,28.3186673184,11.8588281913,-29.43231354,-30.805549422,-31.806621172,0.528497512669,0.529231399045,-1.22314395996e-05,60,0.710310344056,7.33609413418e-06,60661.0139546,148738.986045,97.0389176614,9.4116,9.6348,19.0464,161.832716872,161.930705161,161.995336421,162.048747605,4,4.02663918826,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000440165648051,43.5025168869,-1.89361711219
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23040,28.2998069119,11.8423415628,-29.4356750174,-30.8084742385,-31.8092275949,0.528132299033,0.528864801907,-1.22083812222e-05,60,0.710530291667,7.32708315074e-06,60614.9569249,148785.043075,97.0179063816,9.4116,9.6348,19.0464,161.781275357,161.87921451,161.943813352,161.997197742,4,4.02631891817,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000439624989044,43.4201450395,-1.8936171094
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23070,28.2809493716,11.8258631732,-29.43903481,-30.8113975886,-31.8118327108,0.527767771938,0.528498895477,-1.21853923192e-05,60,0.710749969237,7.31809136217e-06,60568.9564417,148831.043558,96.9968786737,9.4116,9.6348,19.0464,161.729859531,161.827749619,161.89231609,161.945673727,4,4.02599873228,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00043908548173,43.3379624324,-1.89361711033
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23100,28.2620947328,11.8093930108,-29.4423929203,-30.8143194746,-31.8144365218,0.527403929322,0.528133677676,-1.21624725641e-05,60,0.71096937734,7.30911868567e-06,60523.012385,148876.987615,96.9758347769,9.4116,9.6348,19.0464,161.678469355,161.776310451,161.840844599,161.89417552,4,4.02567863043,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00043854712114,43.2559683858,-1.89361710753
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23130,28.2432430307,11.7929310637,-29.4457493506,-30.8172398985,-31.8170390298,0.527040769137,0.527769146435,-1.21396216324e-05,60,0.711188516549,7.30016503895e-06,60477.1246347,148922.875365,96.9547749293,9.4116,9.6348,19.0464,161.627104794,161.724896969,161.78939884,161.842703085,4,4.02535861245,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000438009902337,43.1741622242,-1.89361711033
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23160,28.2243943002,11.7764773202,-29.4491041036,-30.8201588624,-31.8196402366,0.526678289341,0.527405299693,-1.21168392019e-05,60,0.711407387432,7.2912303402e-06,60431.2930717,148968.706928,96.9336993676,9.4116,9.6348,19.0464,161.575765811,161.673509135,161.737978776,161.791256385,4,4.02503867817,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000437473820412,43.0925432756,-1.8936171094
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23190,28.2055485761,11.7600317687,-29.4524571815,-30.8230763685,-31.8222401442,0.526316487904,0.527042135401,-1.20941249521e-05,60,0.711625990558,7.28231450815e-06,60385.5175772,149014.482423,96.9126083272,9.4116,9.6348,19.0464,161.52445237,161.622146913,161.686584372,161.739835381,4,4.02471882745,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000436938870489,43.0111108719,-1.89361710846
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23220,28.1867058932,11.7435943977,-29.4558085868,-30.8259924189,-31.8248387544,0.525955362803,0.526679651517,-1.20714785648e-05,60,0.71184432649,7.273417462e-06,60339.7980329,149060.201967,96.891502042,9.4116,9.6348,19.0464,161.473164435,161.570810268,161.635215589,161.688440037,4,4.02439906012,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00043640504772,42.9298643491,-1.89361710288
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23250,28.1678662858,11.7271651958,-29.4591583218,-30.8289070157,-31.827436069,0.525594912028,0.526317846011,-1.20488997238e-05,60,0.712062395792,7.26453912149e-06,60294.1343211,149105.865679,96.870380745,9.4116,9.6348,19.0464,161.421901971,161.519499162,161.583872392,161.637070317,4,4.02407937603,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000435872347289,42.8488030465,-1.89361710381
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23280,28.1490297884,11.7107441514,-29.4625063889,-30.8318201608,-31.8300320898,0.525235133575,0.525956716862,-1.20263881147e-05,60,0.712280199024,7.25567940681e-06,60248.5263244,149151.473676,96.8492446675,9.4116,9.6348,19.0464,161.370664942,161.46821356,161.532554744,161.585726184,4,4.02375977502,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000435340764408,42.7679263077,-1.89361710008
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23310,28.1301964352,11.6943312534,-29.4658527905,-30.8347318564,-31.8326268189,0.52487602545,0.525596262055,-1.20039434254e-05,60,0.712497736742,7.24683823866e-06,60202.9739262,149197.026074,96.8280940397,9.4116,9.6348,19.0464,161.319453313,161.416953427,161.48126261,161.534407601,4,4.02344025694,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00043481029432,42.6872334795,-1.89361709636
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23340,28.1113662601,11.6779264904,-29.4691975289,-30.8376421044,-31.8352202578,0.524517585669,0.52523647959,-1.19815653456e-05,60,0.712715009503,7.23801553824e-06,60157.4770101,149242.52299,96.8069290905,9.4116,9.6348,19.0464,161.26826705,161.365718727,161.429995954,161.483114534,4,4.02312082163,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000434280932294,42.6067239128,-1.89361709636
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23370,28.0925392971,11.6615298515,-29.4725406065,-30.840550907,-31.8378124085,0.524159812258,0.524877367472,-1.1959253567e-05,60,0.712932017858,7.22921122722e-06,60112.0354604,149287.96454,96.7857500474,9.4116,9.6348,19.0464,161.217106118,161.314509425,161.37875474,161.431846946,4,4.02280146895,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000433752673633,42.526396962,-1.89361709449
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23400,28.0737155798,11.6451413255,-29.4758820254,-30.8434582661,-31.8404032726,0.523802703249,0.524518923716,-1.19370077831e-05,60,0.71314876236,7.22042522774e-06,60066.6491619,149333.350838,96.7645571369,9.4116,9.6348,19.0464,161.165970482,161.263325486,161.327538934,161.380604802,4,4.02248219875,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000433225513665,42.4462519853,-1.89361709356
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23430,28.0548951418,11.6287609013,-29.4792217881,-30.8463641837,-31.8429928521,0.523446256686,0.524161146348,-1.19148276897e-05,60,0.713365243554,7.21165746245e-06,60021.3179997,149378.682,96.7433505839,9.4116,9.6348,19.0464,161.114860108,161.212166877,161.276348501,161.329388067,4,4.02216301088,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000432699447747,42.3662883443,-1.89361709636
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23460,28.0360780166,11.6123885682,-29.4825598967,-30.8492686617,-31.8455811487,0.523090470622,0.523804033401,-1.18927129841e-05,60,0.713581461989,7.20290785445e-06,59976.0418595,149423.95814,96.7221306122,9.4116,9.6348,19.0464,161.063774963,161.161033561,161.225183405,161.278196706,4,4.02184390519,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000432174471267,42.2865054043,-1.89361710008
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23490,28.0172642373,11.5960243153,-29.4858963536,-30.8521717022,-31.848168164,0.522735343116,0.523447582918,-1.18706633657e-05,60,0.713797418207,7.19417632731e-06,59930.8206275,149469.179372,96.7008974444,9.4116,9.6348,19.0464,161.012715013,161.109925506,161.174043613,161.227030684,4,4.02152488153,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000431650579639,42.2069025343,-1.89361710194
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23520,27.9984538372,11.5796681318,-29.4892311609,-30.8550733071,-31.8507538999,0.522380872239,0.523091792951,-1.1848678536e-05,60,0.714013112749,7.18546280509e-06,59885.6541904,149514.34581,96.6796513017,9.4116,9.6348,19.0464,160.961680225,161.058842678,161.122929091,161.175889968,4,4.02120593977,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000431127768305,42.1274791067,-1.89361710474
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23550,27.9796468491,11.563320007,-29.4925643209,-30.8579734784,-31.8533383581,0.522027056069,0.522736661561,-1.18267581979e-05,60,0.714228546154,7.17676721229e-06,59840.5424353,149559.457565,96.6583924042,9.4116,9.6348,19.0464,160.910670565,161.007785042,161.071839804,161.124774522,4,4.02088707976,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000430606032738,42.0482344975,-1.89361710474
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23580,27.9608433058,11.5469799304,-29.4958958358,-30.8608722179,-31.8559215403,0.521673892694,0.522382186817,-1.18049020566e-05,60,0.71444371896,7.16808947389e-06,59795.4852498,149604.51475,96.6371209706,9.4116,9.6348,19.0464,160.859686,160.956752566,161.020775719,161.073684313,4,4.02056830135,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000430085368433,41.9691680861,-1.89361710567
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23610,27.94204324,11.5306478914,-29.4992257078,-30.8637695275,-31.8585034482,0.521321380209,0.522028366798,-1.17831098188e-05,60,0.7146586317,7.15942951531e-06,59750.4825219,149649.517478,96.6158372186,9.4116,9.6348,19.0464,160.808726498,160.905745216,160.969736802,161.022619307,4,4.02024960442,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000429565770919,41.8902792556,-1.89361710567
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23640,27.9232466842,11.5143238796,-29.5025539391,-30.8666654093,-31.8610840835,0.52096951672,0.521675199592,-1.17613811934e-05,60,0.714873284908,7.15078726245e-06,59705.5341403,149694.46586,96.5945413645,9.4116,9.6348,19.0464,160.757792027,160.85476296,160.918723021,160.971579471,4,4.01993098882,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000429047235747,41.8115673922,-1.89361710101
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23670,27.9044536707,11.4980078845,-29.5058805317,-30.8695598649,-31.8636634478,0.52061830034,0.521322683293,-1.17397158907e-05,60,0.715087679112,7.14216264163e-06,59660.6399939,149739.360006,96.5732336233,9.4116,9.6348,19.0464,160.706882554,160.803805765,160.867734342,160.920564771,4,4.01961245441,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000428529758498,41.7330318859,-1.89361710288
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23700,27.8856642318,11.4816998959,-29.5092054879,-30.8724528964,-31.8662415429,0.520267729191,0.520970816008,-1.17181136232e-05,60,0.715301814842,7.13355557965e-06,59615.7999721,149784.200028,96.5519142089,9.4116,9.6348,19.0464,160.655998046,160.752873598,160.816770732,160.869575175,4,4.01929400106,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000428013334779,41.6546721299,-1.89361710288
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23730,27.8668783994,11.4653999036,-29.5125288099,-30.8753445055,-31.8688183703,0.519917801402,0.520619595849,-1.16965741049e-05,60,0.715515692622,7.12496600375e-06,59571.0139649,149828.986035,96.5305833341,9.4116,9.6348,19.0464,160.605138473,160.701966427,160.76583216,160.81861065,4,4.01897562862,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000427497960225,41.5764875208,-1.89361710567
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23760,27.8480962055,11.4491078973,-29.5158504996,-30.8782346942,-31.8713939318,0.519568515114,0.520269020937,-1.16750970518e-05,60,0.715729312976,7.11639384159e-06,59526.2818628,149873.718137,96.5092412104,9.4116,9.6348,19.0464,160.554303803,160.651084221,160.714918592,160.767671163,4,4.01865733698,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000426983630495,41.4984774586,-1.89361710381
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23790,27.8293176818,11.432823867,-29.5191705592,-30.8811234642,-31.873968229,0.519219868473,0.519919089404,-1.16536821815e-05,60,0.715942676426,7.1078390213e-06,59481.6035564,149918.396444,96.4878880479,9.4116,9.6348,19.0464,160.503494005,160.600226946,160.664029997,160.716756682,4,4.018339126,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000426470341278,41.4206413465,-1.89361710288
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23820,27.81054286,11.4165478026,-29.5224889908,-30.8840108174,-31.8765412634,0.518871859634,0.519569799387,-1.16323292134e-05,60,0.71615578349,7.09930147142e-06,59436.9789371,149963.021063,96.4665240558,9.4116,9.6348,19.0464,160.452709046,160.549394573,160.613166343,160.665867175,4,4.01802099554,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000425958088285,41.3429785911,-1.89361710288
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23850,27.7917717714,11.4002796943,-29.5258057965,-30.8868967555,-31.8791130367,0.518524486763,0.519221149035,-1.16110378687e-05,60,0.716368634686,7.09078112096e-06,59392.4078967,150007.592103,96.445149442,9.4116,9.6348,19.0464,160.401948898,160.49858707,160.562327598,160.615002611,4,4.01770294548,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000425446867257,41.2654886025,-1.89361710474
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23880,27.7730044474,11.3840195321,-29.5291209783,-30.8897812804,-31.8816835505,0.518177748029,0.518873136502,-1.15898078702e-05,60,0.716581230529,7.08227789931e-06,59347.8903273,150052.109673,96.4237644132,9.4116,9.6348,19.0464,160.351213528,160.447804404,160.511513731,160.564162956,4,4.01738497568,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000424936673959,41.1881707936,-1.89361709915
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23910,27.7542409191,11.3677673062,-29.5324345382,-30.8926643938,-31.8842528064,0.517831641615,0.518525759952,-1.15686389425e-05,60,0.716793571531,7.07379173634e-06,59303.4261214,150096.573879,96.4023691749,9.4116,9.6348,19.0464,160.300502906,160.397046547,160.460724711,160.513348182,4,4.01706708603,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00042442750418,41.111024581,-1.89361709636
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23940,27.7354812177,11.3515230069,-29.5357464784,-30.8955460975,-31.886820806,0.517486165708,0.518179017557,-1.15475308119e-05,60,0.717005658203,7.06532256231e-06,59259.0151723,150140.984828,96.3809639315,9.4116,9.6348,19.0464,160.249817003,160.346313467,160.409960507,160.462558255,4,4.01674927639,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000423919353738,41.0340493842,-1.89361709356
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,23970,27.7167253738,11.3352866245,-29.5390568007,-30.8984263932,-31.8893875508,0.517141318505,0.517832907498,-1.15264832064e-05,60,0.717217491054,7.05687030791e-06,59214.6573733,150185.342627,96.3595488862,9.4116,9.6348,19.0464,160.199155788,160.295605133,160.359221088,160.411793145,4,4.01643154664,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000423412218475,40.9572446261,-1.89361709729
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,24000,27.6979734184,11.3190581495,-29.5423655072,-30.9013052828,-31.8919530423,0.516797098211,0.517487427962,-1.15054958556e-05,60,0.71742907059,7.04843490427e-06,59170.3526185,150229.647382,96.338124241,9.4116,9.6348,19.0464,160.148519231,160.244921515,160.308506424,160.361052822,4,4.01611389666,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000422906094256,40.8806097326,-1.89361709729
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,24030,27.6792253819,11.3028375722,-29.5456725999,-30.9041827679,-31.8945172821,0.516453503037,0.517142577147,-1.14845684908e-05,60,0.717640397316,7.04001628291e-06,59126.1008021,150273.899198,96.3166901968,9.4116,9.6348,19.0464,160.097907303,160.194262584,160.257816484,160.310337254,4,4.01579632632,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000422400976975,40.8041441328,-1.89361709449
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,24060,27.6604812948,11.2866248833,-29.5489780807,-30.9070588502,-31.8970802718,0.516110531205,0.516798353255,-1.14637008451e-05,60,0.717851471734,7.03161437577e-06,59081.9018189,150318.098181,96.2952469535,9.4116,9.6348,19.0464,160.047319974,160.14362831,160.207151239,160.259646413,4,4.0154788355,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000421896862546,40.727847259,-1.8936170917
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,24090,27.6417411873,11.2704200733,-29.5522819516,-30.9099335315,-31.8996420129,0.515768180942,0.516454754501,-1.14428926529e-05,60,0.718062294345,7.02322911521e-06,59037.7555642,150362.244436,96.2737947094,9.4116,9.6348,19.0464,159.996757216,160.093018662,160.156510658,160.208980266,4,4.01516142409,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000421393746913,40.6517185465,-1.89361709356
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,24120,27.6230050898,11.2542231328,-29.5555842146,-30.9128068134,-31.9022025068,0.515426450485,0.516111779104,-1.14221436505e-05,60,0.718272865647,7.014860434e-06,58993.6619336,150406.338066,96.2523336622,9.4116,9.6348,19.0464,159.946218999,160.042433612,160.105894712,160.158338786,4,4.01484409196,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.00042089162604,40.5757574339,-1.89361709356
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,24150,27.6042730321,11.2380340528,-29.5588848715,-30.9156786976,-31.9047617551,0.515085338078,0.515769425293,-1.14014535757e-05,60,0.718483186136,7.00650826529e-06,58949.6208231,150450.379177,96.2308640081,9.4116,9.6348,19.0464,159.895705294,159.991873131,160.055303372,160.107721941,4,4.014526839,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000420390495917,40.4999633626,-1.8936170917
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,24180,27.5855450441,11.2218528238,-29.5621839243,-30.9185491858,-31.9073197593,0.514744841973,0.515427691303,-1.13808221681e-05,60,0.718693256307,6.99817254266e-06,58905.6321293,150494.367871,96.2093859423,9.4116,9.6348,19.0464,159.845216073,159.941337189,160.004736607,160.057129704,4,4.0142096651,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000419890352559,40.4243357771,-1.89361708984
tau_blood_flow_lower_reference,tau_blood_flow,lower_reference,60,24210,27.5668211557,11.2056794369,-29.5654813749,-30.9214182797,-31.9098765208,0.514404960429,0.515086575379,-1.13602491685e-05,60,0.718903076652,6.98985320008e-06,58861.695749,150538.304251,96.187899659,9.4116,9.6348,19.0464,159.794751309,159.890825758,159.95419439,160.006562043,4,4.01389257012,20.9578147716,20.9578147716,3,93,2400,1,55802.4905786,0.000419391192005,40.3488741251,-1.89361709263
