outer_layer_count,outer_thickness_mm,time_s,T_core_C,T_skin_C,T_layer1_C,T_pcm_C,T_outer_surface_C,skin_blood_flow_eq_L_m2_h,skin_blood_flow_actual_L_m2_h,alpha_skin,q_outer_air_W_m2,h_out_W_m2K,c_eff_pcm_J_kgK,pcm_phase_fraction,garment_mass_kg,added_garment_mass_kg,maximum_external_load_kg,external_load_margin_kg,T_outer_1_C,energy_balance_residual_J,T_outer_2_C,T_outer_3_C,T_outer_4_C
1,0.3,300.0,37.14326456285759,36.32723341891166,8.34324927912827,6.9624528337132645,5.585097880501487,6.3,6.3,0.15000001367134336,277.03050719854343,6.184187946730715,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,5.585097880501487,-0.12829760948079638,,,
1,0.3,330.0,37.15567222005495,36.208458861849465,5.780277792522855,4.428418948230705,3.121333366184737,6.3,6.3,0.15000001367134336,258.50434719871043,6.0988787924538705,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,3.121333366184737,-0.1283138895232696,,,
1,0.3,360.0,37.16760583753975,36.081803453439356,3.5553983579259825,2.228270022895548,0.9813846879686371,6.3,6.3,0.15000001367134336,242.62168766654506,6.021762379722494,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,0.9813846879686371,-0.12833478668471798,,,
1,0.3,390.0,37.17904238443633,35.948891749460245,1.620638435418127,0.314769326645056,-0.8803746658894414,6.3,6.3,0.15000001367134336,228.96772616622303,5.952174140780145,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-0.8803746658894414,-0.12834349350305274,,,
1,0.3,420.0,37.18996416533296,35.811105016029146,-0.06465739671040968,-1.3521435085005689,-2.5026775942691413,6.3,6.3,0.15000001367134336,217.1988126174109,5.889480948941189,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-2.5026775942691413,-0.12834702717373148,,,
1,0.3,450.0,37.20035801544057,35.66961802558251,-1.5350405630321529,-2.8065371158325934,-3.9184939786332076,6.3,6.3,0.15000001367134336,207.02915907419867,5.833082530446053,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-3.9184939786332076,-0.1283522915909998,,,
1,0.3,480.0,37.2102146167118,35.52542988411542,-2.8199523070621,-4.077459826377041,-5.155958820859389,6.3,6.3,0.15000001367134336,198.22022348661392,5.7824127254006354,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-5.155958820859389,-0.12837302684783936,,,
1,0.3,510.0,37.21952791549435,35.379389943896484,-3.944540946024171,-5.189739761107453,-6.239137112758507,6.3,6.3,0.15000001367134336,190.57219639274658,5.73694044610688,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-6.239137112758507,-0.12839293683646247,,,
1,0.3,540.0,37.22829462568712,35.2322196540282,-4.930337226530948,-6.164643775111882,-7.188658489830835,6.3,6.3,0.15000001367134336,183.91713421632954,5.696170152978685,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-7.188658489830835,-0.1284186089760624,,,
1,0.3,570.0,37.23651380411803,35.084531040167626,-5.79581320992848,-7.020427394661633,-8.02224204340263,6.3,6.3,0.15000001367134336,178.11342564881983,5.659641986817199,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-8.02224204340263,-0.12844477003091015,,,
1,0.3,600.0,37.24418648710016,34.93684237734395,-6.556847826219669,-7.772790321750376,-8.75513559086132,6.3,6.3,0.15000001367134336,173.04128983702773,5.626931368882432,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-8.75513559086132,-0.12846747343428433,,,
1,0.3,630.0,37.251315378949535,34.789591516665205,-7.227115307072085,-8.435258008269988,-9.400482507049476,6.3,6.3,0.15000001367134336,168.59911472494156,5.5976482145266715,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-9.400482507049476,-0.1284860782616306,,,
1,0.3,660.0,37.25790458474671,34.64314724457446,-7.818410639666521,-9.019501485121323,-9.969629759840844,6.3,6.3,0.15000001367134336,164.7004630697213,5.571435777191717,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-9.969629759840844,-0.12850097080809064,,,
1,0.3,690.0,37.26395938085685,34.49781898672902,-8.340923146337095,-9.53560639194959,-10.472387366485947,6.3,6.3,0.15000001367134336,161.2716155038849,5.547969191970923,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-10.472387366485947,-0.12851277674781159,,,
1,0.3,720.0,37.269486017741706,34.35386511472388,-8.80346718373609,-9.992300027371071,-10.91724758416675,6.3,6.3,0.15000001367134336,158.24954692654535,5.526953790746975,2400.0,1.0,0.9427708650000001,0.0,100.0,99.057229135,-10.91724758416675,-0.12852210548589937,,,
